user_id,city,age,gender,membership_level,registration_date,phone_number,last_login_date,user_source,remarks
358,深圳,27.0,female,普通,2023-08-05,154176475011,2026-03-05,,
359,深圳,65.0,male,铂金,2024-11-29,188826068887,2026-02-11,,
360,南昌,31.0,male,普通,2024-05-20,143218401184,2026-03-02,广告,
361,南昌,20.0,female,普通,2023-10-19,168883103032,2026-02-11,广告,备注78
362,深圳,64.0,male,普通,2023-12-26,157283143598,2026-03-10,广告,
363,深圳,0.0,male,黄金,2025-01-05,147234016361,2026-03-29,广告,
364,深圳,40.0,female,黄金,2024-03-04,173889679240,2026-02-19,广告,
365,深圳,,female,普通,2024-10-01,159844683414,2026-03-16,自然搜索,
366,南昌,28.0,male,普通,2024-01-28,138778816093,2026-02-17,自然搜索,
367,深圳,65.0,male,铂金,2023-10-18,153285067625,2026-03-15,广告,备注99
368,深圳,36.0,male,普通,2023-06-18,189797050975,2026-03-30,自然搜索,
369,深圳,24.0,male,普通,2023-11-24,,2026-03-20,广告,
370,深圳,29.0,female,普通,2024-04-09,abcdefg,2026-03-18,自然搜索,
371,深圳,28.0,female,铂金,2023-11-16,150686211022,2026-04-05,广告,
372,深圳,65.0,,普通,2023-07-14,145414363718,2026-03-24,,
373,南昌,20.0,male,普通,2025-02-13,174335670860,2026-03-19,分享链接,
374,深圳,21.0,male,,2023-12-10,157247554110,2026-02-15,广告,
375,深圳,55.0,female,普通,2024-12-19,137093371189,2026-02-18,直接访问,备注26
376,南昌,,female,黄金,2024-04-16,175161768802,2026-02-20,广告,
377,南昌,62.0,female,普通,2024-01-14,179669432029,2026-02-20,自然搜索,备注66
378,深圳,32.0,female,普通,2025-02-25,147240338105,2026-03-13,分享链接,
379,深圳,44.0,female,普通,2024-08-25,146089164983,2026-03-22,分享链接,
380,深圳,32.0,female,铂金,2024-09-29,166724042269,2026-03-27,自然搜索,
381,深圳,51.0,male,普通,2024/13/01,132231429001,2026-02-12,分享链接,备注11
382,深圳,46.0,female,普通,2023-07-04,123456,2026-03-18,自然搜索,
383,南昌,0.0,,普通,2023-05-07,182172131451,2026-03-29,分享链接,备注11
384,南昌,51.0,male,普通,2024-06-17,188754102252,2026-02-18,直接访问,备注15
385,深圳,38.0,male,普通,2024-02-08,138366878878,2026-03-22,直接访问,
386,南昌,33.0,male,普通,2024-12-15,,2026-02-10,广告,
387,深圳,32.0,male,黄金,2023-04-25,174191792025,2026-03-21,自然搜索,
388,深圳,29.0,male,黄金,2024-04-26,130412009282,,直接访问,
389,深圳,50.0,male,普通,2024-11-29,133362891775,2026-03-11,直接访问,
390,深圳,24.0,female,黄金,2026.13.01,143904383034,2026-02-28,,
391,深圳,,female,金卡,2023-11-11,176521568182,,直接访问,
392,南昌,27.0,male,普通,2023-05-10,140889857254,2026-02-10,直接访问,
393,深圳,57.0,male,铂金,,185171752421,2026-03-13,分享链接,
394,深圳,48.0,female,普通,2025-02-25,156927589551,2026-03-04,直接访问,
395,南昌,59.0,male,普通,2024-03-18,134367157787,2026-03-25,自然搜索,备注51
396,南昌,22.0,female,黄金,2023-09-26,170359096056,2026-03-23,自然搜索,
397,,45.0,male,普通,2023-04-08,143420165423,2026-03-10,直接访问,
398,南昌,45.0,female,普通,2023-05-24,172502727516,2026-02-18,自然搜索,备注17
399,南昌,,male,普通,2024-04-15,173905504481,2026-02-23,直接访问,
400,深圳,39.0,male,普通,2024-01-16,174649111109,2026-03-30,直接访问,
401,南昌,50.0,male,黄金,2023-09-20,160157660538,2026-02-08,分享链接,
402,深圳,18.0,female,,2026.13.01,177955296386,2026-02-23,直接访问,备注74
403,深圳,29.0,female,普通,2023-11-07,155482531106,,,
404,南昌,19.0,male,黄金,2023-06-08,164364041209,2026-03-29,直接访问,备注16
405,深圳,29.0,female,铂金,2025-03-15,170136657224,,广告,
406,南昌,39.0,female,普通,2026.13.01,131808823513,,广告,
407,南昌,48.0,male,普通,2023-11-16,189342346199,2026-02-14,广告,备注63
408,深圳,65.0,female,黄金,2024-03-20,158208496498,2026-04-04,自然搜索,
409,南昌,22.0,female,黄金,2025-03-26,166538164938,2026-03-01,分享链接,
410,南昌,59.0,female,普通,2023-11-13,,2026-03-29,自然搜索,
411,深圳,19.0,male,普通,2023-10-08,123456,2026-03-30,直接访问,
412,深圳,53.0,female,普通,2023-06-20,153910300215,2026-02-18,直接访问,
413,深圳,52.0,male,黄金,2025-01-20,180642297125,2026-02-16,,备注53
414,南昌,33.0,female,普通,2024-07-10,152833117030,2026-03-07,直接访问,
415,南昌,51.0,female,普通,2023-11-07,188567983631,2026-03-26,分享链接,备注74
416,南昌,24.0,male,,,146181563268,2026-03-15,自然搜索,
417,南昌,64.0,male,普通,2023-11-18,133313100943,2026-03-30,分享链接,
418,深圳,24.0,female,普通,2023-04-15,136289743251,2026-03-15,直接访问,
419,,39.0,,黄金,2025-03-28,167073710094,2026-03-03,,
420,南昌,65.0,female,铂金,2024-03-29,149589714802,2026-02-10,广告,
421,深圳,,female,黄金,2023-06-22,170878245569,2026-03-19,分享链接,
422,深圳,25.0,female,黄金,2025-03-29,159284982474,2026-03-18,自然搜索,
423,南昌,,female,黄金,2024-06-20,179821423691,2026-04-03,直接访问,备注32
424,深圳,24.0,female,普通,2023-08-23,146268344149,2026-03-07,,
425,深圳,51.0,female,黄金,2023-12-16,131806129439,2026-03-28,,
426,深圳,,male,普通,2023-12-22,147159149750,2026-02-27,,
427,南昌,53.0,female,黄金,2023-07-03,130793110291,2026-03-21,广告,
428,,43.0,male,普通,2023-09-25,158916202232,2026-02-20,,
429,深圳,55.0,female,黄金,2024-01-27,137960940970,2026-03-14,广告,
430,深圳,0.0,male,黄金,2023-06-05,166572446176,2026-02-26,广告,
431,深圳,38.0,female,黄金,,172177533126,2026-03-10,自然搜索,
432,南昌,22.0,female,黄金,2023-04-22,170983347743,2026-03-26,直接访问,备注25
433,南昌,60.0,male,黄金,2023-09-25,173873397855,2026-03-01,广告,备注57
434,深圳,54.0,female,普通,2025-03-14,189465124189,2026-03-03,,
435,南昌,25.0,female,普通,2025-02-05,176503719905,2026-03-10,,
436,深圳,35.0,male,,2024-01-21,186300038960,2026-04-02,直接访问,
437,深圳,53.0,female,黄金,2024-04-20,144190368900,2026-03-21,自然搜索,
438,南昌,38.0,male,普通,2023-06-04,164375374584,2026-03-21,,备注41
439,南昌,,female,普通,2024-08-13,137520377107,2026-03-19,分享链接,
440,南昌,,female,黄金,2024-09-08,164040850954,2026-02-27,广告,
441,深圳,64.0,male,普通,2024-06-16,159699842673,2026-04-05,分享链接,
442,南昌,52.0,female,,2024-07-24,168014954277,,自然搜索,
443,深圳,53.0,male,普通,2025-01-31,180447232290,2026-02-23,自然搜索,
444,深圳,20.0,male,,2024-07-17,,2026-02-10,分享链接,
445,,24.0,female,普通,2023-05-10,186420595565,2026-03-18,,
446,深圳,55.0,,黄金,2023-11-03,143690261139,2026-02-28,,
447,南昌,51.0,female,普通,2023-08-26,145537513765,2026-03-01,,
448,深圳,46.0,male,黄金,2024-02-14,168445511668,2026-02-28,直接访问,
449,南昌,18.0,female,普通,2024-11-28,131212886652,2026-03-01,广告,
450,深圳,57.0,male,铂金,2023-07-01,148722981209,2026-02-21,直接访问,
451,深圳,24.0,female,普通,2024-01-26,178220368499,2026-03-14,分享链接,
452,深圳,28.0,female,黄金,2024-11-13,162209088307,2026-04-04,分享链接,
453,深圳,51.0,female,普通,2024-01-07,135241513152,2026-03-19,直接访问,
454,南昌,38.0,male,铂金,2023-09-13,132032963347,2026-02-12,广告,
455,南昌,23.0,male,VIP,2023-04-10,146969357824,2026-02-08,分享链接,
456,深圳,52.0,male,铂金,2024-02-02,172612751562,2026-03-06,直接访问,
457,南昌,50.0,female,,2024-05-16,157640473504,2026-03-22,,备注69
458,南昌,57.0,male,普通,2025-01-04,152810835832,2026-03-11,广告,
459,深圳,31.0,male,普通,2024/13/01,132244033041,2026-03-12,直接访问,
460,深圳,22.0,female,SVIP,2024-03-02,149568044731,2026-02-23,,
461,南昌,44.0,female,黄金,2023-11-15,178817390637,2026-02-28,自然搜索,
462,南昌,28.0,female,普通,2023-10-19,144074645205,2026-02-26,直接访问,备注35
463,深圳,38.0,male,黄金,2025-01-13,134620281237,2026-03-29,自然搜索,备注64
464,深圳,53.0,male,普通,2023-05-15,186592248395,2026-03-20,直接访问,
465,南昌,63.0,male,普通,2025-04-01,174187510979,2026-03-14,,备注45
466,南昌,45.0,female,黄金,2023-06-20,139134249128,2026-02-15,直接访问,
467,深圳,65.0,female,普通,2023-07-17,185051028767,2026-03-04,自然搜索,
468,深圳,40.0,female,黄金,2023-06-28,183687741865,2026-02-09,分享链接,备注99
469,深圳,53.0,male,普通,,130945154809,2026-02-23,分享链接,
470,深圳,21.0,male,铂金,2023-11-21,171810509222,2026-02-11,自然搜索,
471,南昌,52.0,male,黄金,2024-05-17,167580660138,2026-03-19,自然搜索,
472,,62.0,male,黄金,2023-09-10,166197111212,2026-02-24,自然搜索,
473,南昌,47.0,male,黄金,2024-11-22,148242956334,2026-03-25,分享链接,
474,南昌,55.0,female,黄金,2023-08-16,143654358841,2026-03-23,分享链接,
475,南昌,58.0,male,普通,2025-03-03,152026755125,2026-03-07,,
476,,47.0,female,普通,2023-07-31,149038166496,2026-03-26,,
477,南昌,54.0,male,黄金,2024-11-13,140702324412,2026-03-23,直接访问,
478,深圳,0.0,female,普通,2024-03-17,178162526546,2026-03-02,自然搜索,
479,南昌,56.0,male,普通,2024-02-24,138730346156,2026-03-09,广告,
480,深圳,,female,普通,2025-01-12,171602529867,,直接访问,
481,深圳,58.0,female,黄金,2024-03-29,157861205943,2026-02-25,直接访问,
482,南昌,49.0,male,黄金,2024-06-07,138001380000,2026-03-14,直接访问,
483,南昌,40.0,female,普通,2023-06-28,152793897015,2026-03-27,,备注82
484,南昌,64.0,female,普通,2023-06-08,188613944988,2026-03-21,自然搜索,
485,深圳,62.0,female,普通,2024-06-19,131624479513,2026-02-19,分享链接,
486,深圳,58.0,female,普通,2024-01-07,161382646091,2026-03-01,分享链接,
487,深圳,38.0,female,SVIP,2024-02-06,138001380000,2026-03-05,广告,
488,深圳,25.0,male,普通,2024-02-21,143694551588,2026-03-22,直接访问,
489,深圳,29.0,male,普通,2024-12-27,156630932998,2026-02-26,,
490,深圳,28.0,female,铂金,invalid_date,184275327352,2026-02-07,自然搜索,
491,南昌,46.0,male,普通,2024-05-02,145710068761,2026-03-20,,
492,南昌,64.0,female,黄金,invalid_date,171761124912,2026-02-22,分享链接,
493,深圳,24.0,male,黄金,2024-04-21,180749490228,2026-03-22,分享链接,
494,深圳,28.0,female,普通,2023-04-26,184643039429,,分享链接,
495,深圳,28.0,male,普通,2023-11-27,160276015343,2026-03-19,,
496,南昌,47.0,male,黄金,2024-08-16,132615814888,2026-02-13,自然搜索,
497,南昌,65.0,male,黄金,2024-07-08,142128403339,2026-03-06,直接访问,
498,南昌,58.0,female,普通,2024-08-29,130961739970,2026-03-10,,
499,深圳,50.0,female,普通,2023-11-08,178270587722,2026-03-09,分享链接,
500,深圳,52.0,male,黄金,2024-05-14,173493925236,2026-02-10,广告,
501,深圳,44.0,female,普通,2024-03-23,152574696606,2026-03-10,分享链接,
502,深圳,19.0,male,黄金,2024-05-12,165833987411,2026-03-16,直接访问,备注76
503,南昌,42.0,female,铂金,2025-02-08,153741721562,2026-02-27,分享链接,
504,深圳,54.0,female,黄金,2025-01-27,177557325737,2026-03-24,分享链接,
505,南昌,59.0,female,黄金,2023-10-30,132858749511,2026-03-01,自然搜索,
506,南昌,47.0,male,黄金,2023-12-31,139512957860,2026-03-18,自然搜索,
507,南昌,45.0,male,黄金,2024-09-13,152923234210,2026-02-10,自然搜索,
508,南昌,38.0,male,普通,2024-08-27,123-4567-8901,2026-03-12,自然搜索,
509,南昌,46.0,male,普通,2024-10-09,163123179556,2026-03-31,,
510,南昌,19.0,,普通,2024-05-24,184431670450,2026-03-21,广告,
511,南昌,48.0,male,普通,2023-07-14,141282251207,2026-03-11,分享链接,备注34
512,南昌,39.0,,黄金,2023-10-02,163221053161,2026-03-06,直接访问,备注69
513,南昌,48.0,female,黄金,2024-12-29,184932382231,2026-02-19,直接访问,
514,南昌,29.0,female,铂金,2023-08-24,187256529060,2026-03-25,自然搜索,
515,,28.0,male,普通,2023-08-24,159948714855,2026-03-25,分享链接,
516,深圳,60.0,female,,2023-09-28,159118425476,2026-03-31,,
517,南昌,61.0,male,黄金,2023-09-08,181858382521,2026-02-24,,
518,南昌,57.0,male,铂金,2023-10-20,159524014843,2026-02-25,,备注8
519,南昌,28.0,male,普通,2024-07-26,147261923724,2026-04-05,自然搜索,
520,深圳,46.0,male,黄金,2024-04-22,132641769274,2026-03-30,自然搜索,备注78
521,深圳,60.0,female,黄金,2024-06-28,151645101739,2026-02-27,直接访问,
522,深圳,54.0,female,,2023-06-18,137359966057,2026-02-28,,
523,深圳,19.0,male,金卡,2025-03-08,146555347057,2026-02-24,分享链接,
524,深圳,40.0,male,黄金,2024-08-16,188165972634,2026-03-05,分享链接,
525,深圳,28.0,male,普通,2024-06-07,155913119642,2026-03-02,分享链接,
526,南昌,65.0,female,铂金,2025-02-24,147073333732,,广告,备注79
527,深圳,53.0,male,黄金,2024-03-06,153465535851,2026-03-28,分享链接,备注90
528,南昌,50.0,female,黄金,2023-04-19,144749079779,2026-03-26,自然搜索,
529,南昌,48.0,male,,2024-06-28,176097626374,2026-02-21,分享链接,
530,深圳,52.0,female,铂金,2023-08-14,169186233922,,直接访问,
531,南昌,54.0,female,普通,2024-10-01,175647124633,2026-02-23,自然搜索,
532,深圳,-5.0,male,普通,2024/13/01,,2026-04-04,,
533,南昌,57.0,male,普通,2024-03-19,175282709081,2026-03-17,分享链接,
534,南昌,49.0,male,铂金,2023-09-23,137815352373,2026-04-03,分享链接,
535,深圳,60.0,male,普通,2023-09-08,155834527346,2026-03-12,自然搜索,
536,深圳,57.0,female,黄金,2023-10-14,135499825080,,分享链接,
537,南昌,61.0,male,黄金,2023-12-25,175513739900,2026-03-23,自然搜索,备注1
538,深圳,42.0,female,普通,2023-07-10,157943460666,2026-02-07,广告,备注63
539,南昌,43.0,female,黄金,2024-10-26,141852464844,2026-03-20,自然搜索,
540,南昌,53.0,male,铂金,2024-08-15,,2026-03-31,自然搜索,
541,深圳,46.0,male,普通,2024-05-16,,,广告,
542,南昌,30.0,male,普通,2024-09-30,176707139848,2026-03-01,分享链接,
543,深圳,19.0,male,普通,2024/13/01,123456,2026-02-12,直接访问,
544,南昌,20.0,male,,2024-06-21,188379457727,2026-03-13,广告,
545,南昌,42.0,male,普通,2023-12-23,184362536667,2026-03-08,直接访问,
546,深圳,51.0,male,普通,2023-07-13,185654362718,2026-03-17,,
547,深圳,28.0,female,普通,2023-05-24,173926932657,2026-02-17,广告,
548,南昌,22.0,male,黄金,2024-04-06,143415959775,2026-03-18,分享链接,
549,南昌,25.0,female,普通,2023-05-01,137271026767,2026-04-04,,
550,深圳,29.0,male,铂金,2025-01-09,138946213541,2026-02-13,直接访问,
551,深圳,41.0,male,铂金,,171344765047,2026-03-15,,
552,南昌,19.0,male,普通,2026.13.01,181866525483,2026-03-19,自然搜索,备注86
553,深圳,25.0,,黄金,2025-01-30,179110059129,2026-02-09,直接访问,
554,南昌,21.0,male,铂金,2025-01-03,,2026-03-22,广告,
555,深圳,30.0,male,普通,2023-05-15,158280123428,2026-03-24,自然搜索,
556,南昌,32.0,female,普通,2024-04-18,171442101750,2026-02-12,直接访问,
557,深圳,-5.0,female,黄金,2024-05-15,160574758339,2026-02-20,分享链接,
558,深圳,43.0,female,普通,2025-03-12,154265062292,2026-04-04,直接访问,
559,南昌,200.0,female,普通,2024-10-25,152115794238,2026-02-13,广告,
560,,28.0,female,普通,2024-06-22,174259710756,2026-03-16,广告,备注41
561,深圳,53.0,female,铂金,2023-08-29,167933797058,2026-03-12,广告,
562,深圳,64.0,female,普通,2024-03-30,145305597824,2026-03-05,分享链接,
563,南昌,56.0,female,黄金,2024-06-21,174044324006,2026-03-07,广告,
564,南昌,38.0,female,普通,2023-08-15,137058752568,,直接访问,
565,深圳,20.0,female,普通,2023-04-07,134221823155,2026-03-10,分享链接,
566,南昌,59.0,male,普通,2024-07-13,173800370033,2026-02-09,广告,
567,深圳,150.0,female,普通,2023-08-19,135958263280,2026-02-17,,
568,深圳,30.0,female,普通,2024-06-18,171863210613,2026-02-28,分享链接,备注87
569,深圳,21.0,male,黄金,2024-05-24,,2026-02-09,分享链接,
570,深圳,47.0,male,普通,2023-05-24,169100900404,2026-02-18,,备注13
571,南昌,45.0,female,普通,2024/13/01,146731072011,2026-03-07,,
572,南昌,48.0,male,普通,2024-01-20,130901447340,2026-02-09,广告,
573,南昌,20.0,female,黄金,2025-02-17,153778255882,2026-02-24,分享链接,
574,深圳,40.0,male,黄金,2024-04-03,146255778205,2026-02-09,广告,
575,南昌,54.0,male,普通,2023-11-10,166048235715,2026-02-13,分享链接,
576,深圳,40.0,male,黄金,2024-09-26,162172143643,2026-03-30,广告,
577,,29.0,male,,2024-04-05,138001380000,2026-03-13,广告,
578,深圳,55.0,female,普通,2023-12-09,164169957060,2026-02-16,自然搜索,
579,南昌,63.0,male,黄金,2025-03-02,175739610290,2026-03-08,自然搜索,
580,深圳,52.0,male,普通,2023-12-31,148956121377,2026-03-12,广告,
581,,39.0,female,普通,2024-12-24,168907756085,2026-03-30,直接访问,
582,深圳,,female,普通,2024-11-17,166237858471,2026-02-22,广告,
583,南昌,27.0,female,VIP,,163042537337,2026-03-23,自然搜索,
584,南昌,26.0,male,普通,2023-09-05,156534606056,,分享链接,
585,南昌,26.0,female,黄金,2024-06-16,168061812054,2026-03-07,分享链接,
586,深圳,48.0,female,黄金,2023-05-09,166275175889,2026-03-20,分享链接,备注37
587,南昌,38.0,male,普通,2024-02-10,172392435885,2026-03-07,,
588,深圳,31.0,female,黄金,2023-11-28,159852491416,2026-03-11,自然搜索,
589,深圳,47.0,female,普通,2023-07-03,160665122150,,自然搜索,
590,深圳,24.0,female,黄金,,147463339994,2026-03-14,广告,
591,深圳,28.0,female,黄金,2023-07-18,161113633792,2026-02-06,广告,
592,,45.0,female,普通,2024-01-08,154960843768,2026-04-04,直接访问,
593,深圳,41.0,male,黄金,2024-09-06,147343697093,2026-04-01,直接访问,
594,,41.0,female,普通,2024-04-15,146722398983,2026-03-12,分享链接,
595,南昌,62.0,female,铂金,2024-01-16,144642813190,2026-02-14,广告,
596,深圳,33.0,,黄金,2024-07-05,137785228230,2026-03-26,分享链接,
597,,21.0,male,,2023-07-23,147737213290,2026-03-12,广告,
598,深圳,43.0,female,普通,2023-07-26,155486287203,2026-03-13,分享链接,
599,深圳,41.0,,黄金,2024-11-07,178246320374,2026-03-07,直接访问,
600,南昌,21.0,male,铂金,2023-12-17,185619458870,2026-02-09,直接访问,
601,深圳,28.0,,黄金,2023-11-02,131765975954,2026-02-13,,
602,深圳,50.0,,黄金,2024-10-31,172742231964,2026-04-03,自然搜索,
603,南昌,30.0,male,普通,2025-01-29,123-4567-8901,2026-03-22,直接访问,备注22
604,深圳,60.0,female,铂金,2024-07-16,187558298493,2026-04-04,直接访问,
605,深圳,64.0,male,普通,2024-11-06,144372188566,2026-03-15,分享链接,
606,深圳,60.0,female,普通,2024-02-07,138001380000,2026-03-21,直接访问,备注63
607,深圳,43.0,male,黄金,2024-05-07,136110286712,2026-04-05,直接访问,
608,深圳,62.0,male,,2025-02-26,132903267149,2026-02-11,,
609,南昌,,female,黄金,2024-08-20,138001380000,2026-02-20,直接访问,备注46
610,深圳,63.0,female,普通,2024-05-07,175201091217,2026-02-18,自然搜索,
611,深圳,63.0,female,黄金,2023-08-14,187705263510,,分享链接,
612,深圳,43.0,female,黄金,2023-06-02,166202461752,,广告,
613,深圳,64.0,male,黄金,2024-03-21,179833258486,2026-02-27,,备注26
614,南昌,64.0,female,黄金,2024-02-14,134767993593,2026-03-17,自然搜索,备注86
615,深圳,18.0,male,黄金,,,2026-02-13,分享链接,
616,深圳,150.0,male,普通,2024-12-09,154852830615,2026-03-06,自然搜索,
617,深圳,36.0,female,普通,2024-06-15,165112103142,2026-03-08,分享链接,
618,深圳,48.0,female,普通,2024-09-25,131911225288,2026-02-05,分享链接,
619,深圳,50.0,female,普通,2023-04-23,144787655300,2026-04-05,,
620,深圳,44.0,male,黄金,2023-08-07,167277885190,2026-02-24,分享链接,
621,深圳,24.0,female,铂金,2024-11-01,134851744600,2026-03-16,广告,
622,南昌,24.0,female,普通,2025-01-16,183881898484,2026-03-11,自然搜索,
623,南昌,35.0,male,,2024-12-18,181568142983,2026-03-26,广告,
624,南昌,19.0,male,铂金,2024-02-14,,2026-03-19,,
625,南昌,33.0,male,普通,2024-11-18,188944391649,2026-03-29,直接访问,
626,南昌,59.0,male,普通,2025-01-23,143419031061,2026-03-08,广告,
627,南昌,38.0,female,黄金,2023-06-26,142377460406,2026-04-02,自然搜索,
628,南昌,36.0,female,黄金,2025-01-30,171373476427,2026-02-07,广告,
629,深圳,53.0,male,黄金,2024-07-02,149601913443,2026-02-22,,备注74
630,南昌,51.0,,普通,2023-09-03,141146449369,2026-03-14,自然搜索,
631,南昌,39.0,male,普通,2023-05-01,138360376811,2026-03-01,直接访问,
632,南昌,24.0,,,2023-08-13,135539114983,,分享链接,
633,南昌,49.0,male,黄金,2024-08-15,157557820190,2026-03-24,广告,备注30
634,南昌,31.0,female,黄金,2024-12-07,153462127602,2026-03-02,广告,
635,南昌,28.0,male,普通,2023-04-07,173899572989,2026-03-08,直接访问,
636,深圳,34.0,male,普通,2025-01-03,174203818769,2026-02-12,广告,
637,南昌,33.0,male,普通,2024-07-15,182206732318,2026-03-08,自然搜索,
638,南昌,38.0,female,普通,2024/13/01,174001529113,2026-02-13,自然搜索,
639,深圳,,male,铂金,2023-11-07,146218299874,2026-02-06,自然搜索,
640,深圳,20.0,female,,,138001380000,2026-03-12,分享链接,
641,深圳,43.0,male,普通,2024-05-12,149296080706,2026-03-10,,备注72
642,深圳,19.0,male,普通,2024-03-01,186880442877,2026-03-21,,
643,南昌,22.0,male,普通,2024-06-08,171464203625,2026-02-10,,
644,深圳,20.0,female,黄金,2024-03-20,132263558243,2026-02-06,自然搜索,
645,深圳,35.0,male,黄金,2023-11-11,147527905040,2026-03-18,广告,
646,深圳,51.0,female,普通,2024-12-23,159871809339,2026-02-21,广告,
647,深圳,20.0,male,铂金,2023-11-06,154178688002,2026-04-04,自然搜索,
648,深圳,26.0,male,普通,2024-07-10,168160936595,2026-04-02,自然搜索,
649,南昌,58.0,female,普通,2024-04-20,178632239982,2026-03-08,分享链接,
650,南昌,20.0,female,普通,2024-03-27,151376660811,2026-03-09,自然搜索,备注25
651,南昌,31.0,female,普通,,150312345506,2026-03-25,直接访问,
652,深圳,53.0,male,铂金,2025-02-24,165087354378,2026-03-03,广告,
653,深圳,25.0,female,黄金,2024-03-25,134449207492,2026-02-26,,
654,深圳,60.0,female,普通,2023-08-22,145259140849,2026-02-10,广告,备注25
655,南昌,27.0,female,普通,2023-04-21,,2026-03-27,直接访问,
656,深圳,19.0,male,普通,2023-10-22,172953828040,2026-03-10,自然搜索,备注89
657,深圳,53.0,male,黄金,2023-05-31,154965613087,2026-03-30,广告,
658,深圳,25.0,male,普通,2024-05-23,187002730086,2026-02-06,直接访问,
659,深圳,22.0,male,普通,2025-02-16,133941491507,2026-03-25,,
660,深圳,58.0,female,普通,invalid_date,155207266292,2026-03-01,自然搜索,
661,深圳,21.0,male,普通,2023-10-08,142373125523,2026-03-11,自然搜索,
662,深圳,0.0,male,普通,2024-08-06,150277895613,2026-04-01,,
663,南昌,28.0,female,,2025-02-21,147403734167,2026-02-05,广告,备注95
664,南昌,22.0,,普通,2023-10-05,142486298579,2026-02-16,直接访问,备注30
665,南昌,50.0,female,普通,2025-03-14,164661770673,2026-03-03,广告,备注2
666,南昌,27.0,male,黄金,2024-02-29,130587146921,2026-02-15,广告,
667,深圳,47.0,male,普通,2023-07-08,164022050938,2026-02-18,,
668,深圳,37.0,female,黄金,2025-01-10,164870715238,2026-03-12,直接访问,
669,南昌,200.0,male,普通,2023-11-17,164299687225,2026-03-24,直接访问,备注5
670,深圳,18.0,male,黄金,2025-03-07,178669579001,2026-02-07,,
671,深圳,29.0,female,普通,2023-07-20,170289463389,2026-03-15,直接访问,
672,深圳,39.0,female,铂金,2024-10-13,185358951381,2026-03-11,分享链接,
673,深圳,42.0,female,金卡,2024-06-16,142491891179,2026-04-02,广告,
674,南昌,20.0,female,普通,2024-05-07,143259367813,2026-03-08,分享链接,
675,深圳,27.0,male,黄金,2024-10-07,137987809270,2026-03-28,广告,备注68
676,深圳,26.0,female,铂金,2024-02-06,158442275854,2026-03-15,,
677,深圳,57.0,male,黄金,2023-04-28,138000245393,2026-03-21,广告,
678,南昌,38.0,male,普通,2024-01-27,136444889669,2026-02-19,直接访问,
679,南昌,58.0,female,普通,2026.13.01,175254318328,2026-03-30,广告,
680,南昌,59.0,,普通,,146723875082,2026-03-11,,
681,南昌,40.0,female,铂金,2024-11-19,132529187683,2026-03-11,自然搜索,
682,深圳,59.0,male,普通,2024-08-27,141052229993,2026-02-08,广告,备注94
683,深圳,55.0,female,普通,2023-06-08,180983584461,2026-02-23,直接访问,
684,南昌,43.0,male,普通,2023-11-13,141799702927,2026-04-02,分享链接,
685,深圳,49.0,male,黄金,2023-09-13,138201256083,2026-02-08,自然搜索,
686,深圳,50.0,female,普通,2024-03-21,145860030443,2026-02-23,自然搜索,备注74
687,深圳,,male,黄金,2025-01-01,,2026-02-28,广告,
688,深圳,23.0,female,黄金,2024-09-17,160139719126,,广告,
689,南昌,61.0,female,黄金,2023-05-18,155122019072,2026-02-22,,
690,南昌,65.0,male,普通,2025-03-24,186481242114,,,
691,南昌,18.0,female,普通,2023-08-10,152610399529,2026-04-04,自然搜索,
692,南昌,45.0,female,普通,2025-03-10,177202706159,2026-03-22,,
693,南昌,64.0,female,普通,2024-06-22,136554203403,2026-04-04,,
694,深圳,58.0,female,普通,2023-05-14,148623471247,2026-03-29,自然搜索,
695,南昌,,,黄金,2024-02-23,161268080815,2026-03-27,,
696,深圳,47.0,male,普通,2024-05-01,185458474362,2026-03-24,自然搜索,
697,深圳,51.0,female,普通,,abcdefg,2026-02-13,广告,
698,深圳,45.0,female,普通,2024-11-16,132046661459,,自然搜索,
699,深圳,25.0,male,金卡,2023-09-19,178490531520,2026-02-26,,
700,深圳,43.0,female,黄金,2023-05-06,168841661237,2026-04-02,直接访问,
701,南昌,38.0,male,铂金,2023-08-19,169701426203,2026-03-04,直接访问,备注70
702,南昌,21.0,male,黄金,2023-09-26,145599898972,2026-03-31,直接访问,备注94
703,深圳,50.0,,普通,2024-07-14,178175883978,2026-02-05,自然搜索,
704,南昌,20.0,female,普通,2024-03-13,155112879429,2026-03-01,,
705,深圳,60.0,female,普通,2023-04-07,135961560783,2026-03-18,,
706,深圳,47.0,female,黄金,2023-04-19,154683496047,2026-03-27,自然搜索,
707,深圳,27.0,female,普通,2023-09-25,166348688390,2026-03-28,分享链接,
708,深圳,22.0,male,普通,2024-07-26,168236133760,2026-03-21,自然搜索,备注42
709,南昌,62.0,,铂金,2024-11-09,157503440966,2026-03-06,直接访问,备注96
710,南昌,56.0,male,铂金,2023-12-21,147174681359,2026-03-11,直接访问,备注70
711,南昌,55.0,female,普通,2025-01-04,150011929207,2026-03-21,直接访问,备注6
712,南昌,45.0,male,普通,2024-02-27,156218945590,2026-04-05,自然搜索,
713,深圳,37.0,female,普通,2024-06-30,165966760564,2026-02-12,分享链接,
714,深圳,39.0,male,黄金,2024-08-23,168062354662,2026-03-25,直接访问,
715,南昌,39.0,female,普通,2024-10-24,139427677462,2026-02-25,自然搜索,
